privateID,repositoryName,usageType,exemptionText,timestamp
github_578696204,cfa-predict-sandbox,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly describes the repository as ""A place to commit one-off analyses, notebooks, tests, data exploration, etc."", indicating its primary purpose is for exploratory data analysis and not for a production-ready project.)",2025-06-07T21:47:59.124526+00:00
github_635010810,data-exchange-hl7-devops,exemptByAgencySystem,"AI Suggestion: The repository builds and deploys a pipeline integrating with internal CDC network services (Imagehub and ECPaaS), indicating it's tightly coupled with CDC-only infrastructure.",2025-06-07T21:47:59.143868+00:00
github_436347233,NCIPC-WISQARS-App-Temp-Files,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-06-07T21:47:59.160458+00:00
github_488597270,splunk_palantir_data_knowledge,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.179119+00:00
github_951701479,niosh-ecp-adw-techops-elkstack,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:47:59.198418+00:00
github_880960927,cdc-edso-workflow-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.218478+00:00
github_873101349,oamd-de-dcipher-sync,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.236505+00:00
github_874280749,cdc-vaccine-event-divert-reprocess,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.257897+00:00
github_633107200,pynsspdoc,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.275139+00:00
github_690291663,CFA-Personas,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.298650+00:00
github_819552051,cdc-edso-falco-rules,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.317009+00:00
github_607299290,EDAVAzFunctionPOC,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The repository name ""EDAVAzFunctionPOC"" strongly suggests a Proof of Concept (PoC).  The acronym ""POC"" is explicitly present in the name.)",2025-06-07T21:47:59.335620+00:00
github_913533304,cfa-ppl-wg,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository is a ""working space"" for a working group to ""explore the range of available PPLs, evaluate them against a set of criteria, and make recommendations.""  This clearly indicates an exploratory and experimental purpose.)",2025-06-07T21:47:59.354259+00:00
github_696325683,rvr_2023,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.372257+00:00
github_859962027,ncird_dbd,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.392704+00:00
github_449398536,malaria_health_facility_survey,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.412371+00:00
github_639707779,Edav-Devops-Demo,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.444518+00:00
github_879332116,cfa-blobfuse-tutorial,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:47:59.463306+00:00
github_971569299,nccdphp-doh-cove-doh-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.482505+00:00
github_577788335,NCHS_DRM_MBEE_PhilipShirksProject,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.501696+00:00
github_670198249,EpiNow2,exemptByMissionSystem,"AI Suggestion: The repository's description and README indicate that it estimates real-time epidemiological parameters, including reproduction numbers and growth rates, and provides forecasting capabilities for infections and reported cases.  This directly supports public health decision-making and outbreak response.",2025-06-07T21:47:59.521903+00:00
github_891152587,phv4_playground,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the repository a ""Practice repo for upskilling"" and describes it as a ""demonstration effort"" to recreate SeerStat rate sessions.)",2025-06-07T21:47:59.541025+00:00
github_971600046,nccdphp-ddt-mondac-ecpaas-mondac,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.560174+00:00
github_674450922,cdc-sasts-githubaction,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.576899+00:00
github_683440917,fall-resp-guidance,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the repository as a ""Demo version"" of a set of calculators.)",2025-06-07T21:47:59.596909+00:00
github_659761218,coe-dataops-security-controls-oscal,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.616322+00:00
github_913317484,DNPAO-CDCEnt-User-Guide,exemptNonCode,"Non-code repository (languages: [TeX, CSS])",2025-06-07T21:47:59.635347+00:00
github_635010138,cdh-analytics-pointclickcare,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.652900+00:00
github_489017334,SAVI-Automated-Variant-data-pull,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.670750+00:00
github_874274718,cdc-recipient-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.691149+00:00
github_874267855,cdc-vaccine-event-batch-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.710776+00:00
github_971592939,nccdphp-osh-apps-gtss-gyts-sas,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.728978+00:00
github_936722217,CFA-Common-ADF-Prd-factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.748201+00:00
github_679018655,setnet.analytics.legacy,exemptByLaw,"AI Suggestion: The repository processes Core SET-NET datasets (Covid, Syphilis, HCV), which likely contain protected health information (PHI) subject to HIPAA regulations.  The description explicitly states the handling of data downloads, transformations, and uploads, implying the processing of sensitive data.",2025-06-07T21:47:59.773501+00:00
github_838503029,ocio-atlassian-suite-infra,exemptByAgencySystem,"AI Suggestion: The repository manages the CDC's internal Atlassian suite (Jira, Confluence, Statuspage) infrastructure, which is tightly integrated with CDC-only systems.  The README indicates that support is handled through Atlassian's contract support and that the code is not intended for external use.",2025-06-07T21:47:59.797273+00:00
github_878628422,edav-posit-cicd-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.814672+00:00
github_861470988,cdc-edso-runner-tests,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-06-07T21:47:59.832090+00:00
github_434326614,brian-databricks-scratch,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is a ""personal scratch area for testing out and trying to learn how to use databricks,"" and further clarifies the ""governance status"" as ""Exploratory"".)",2025-06-07T21:47:59.849745+00:00
github_928080625,cfa-ixa-networks-alpha,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.867462+00:00
github_869193795,cfa-journal-baskerville-ah20,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes the repository as a ""Journal repo"" containing personal notes and experiments with various tools and techniques (numpyro, diffrax), including a mention of a ""proof-of-concept DAG executor"".  The organization into dated entries further supports its exploratory nature.)",2025-06-07T21:47:59.887695+00:00
github_986502054,ddt-impact-toolkit,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.905716+00:00
github_768827624,cfa-nssp-rt,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.924057+00:00
github_950120632,cdc-edso-adoption-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:47:59.948118+00:00
github_971584488,nccdphp-ddt-dprpportal-orgsearch-in-loop-sqlcmd,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:47:59.964841+00:00
github_836394280,cdc-edso-gh-runners,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:47:59.984468+00:00
github_417167629,template-package-react,exemptByAgencySystem,"AI Suggestion: The repository is a React component library tightly integrated with CDC-specific assets, including Adobe Analytics integration and internal image registry (imagehub.cdc.gov), and requires internal configuration for proper functionality (e.g., .npmrc file, environment variables for CDC-specific paths).  The README indicates that using the package outside of the CDC's internal infrastructure would require significant reconfiguration.",2025-06-07T21:48:00.001427+00:00
github_984073996,cfa-backtest-rt,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.019288+00:00
github_947943630,niosh-ecp-gitlab-migration,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:00.042304+00:00
github_630965854,cfa-forecast-renewal-epidemia,exemptByMissionSystem,"AI Suggestion: The repository contains code for influenza outbreak forecasting, directly supporting CDC's public health mission.",2025-06-07T21:48:00.063871+00:00
github_564449388,mpx_data_overview_sources,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.085476+00:00
github_265300740,csels-datahub,exemptByAgencySystem,AI Suggestion: The repository contains AWS IAM configurations and is subject to cybersecurity regulations restricting distribution to CDC staff.  The README explicitly states that distribution is restricted due to cybersecurity regulations.,2025-06-07T21:48:00.106937+00:00
github_917909832,cfa-iaq-demo,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly labels the repository as a ""demo"" and describes it as a ""Demo of how an indoor air quality intervention can affect measure infections"".  This clearly indicates its primary purpose is demonstrative.)",2025-06-07T21:48:00.125011+00:00
github_522604165,csels-azure-platform,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.143414+00:00
github_978832160,jv-test,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.163286+00:00
github_585299553,cdh-db-mlops-guides,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.182324+00:00
github_564391906,Advanced-Databricks-for-ML-Build-2019,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository contains materials presented at the //build 2019 conference, including ""homework examples, code and notebooks"".  The focus is on hands-on activities and challenges to develop proficiency in Azure Databricks concepts.  The inclusion of example datasets (""EU soccer example"", ""Retail Fashion example"") further supports its purpose as a workshop and learning resource, not a production-ready project.)",2025-06-07T21:48:00.201578+00:00
github_875966346,cdc-vaccine-diverter-papi,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.218130+00:00
github_797331318,posit-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.237554+00:00
github_874292287,cdc-serviceappointment-outbound,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.258131+00:00
github_920560748,cfa-mpox-ve-ode,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes this repository as focusing on ""the development and implementation of algorithms for estimating vaccine efficacy based on data through ODE models,"" clearly indicating an exploratory and developmental purpose.  The mention of ongoing development (""This will improve"") further supports this.)",2025-06-07T21:48:00.276752+00:00
github_976319799,ocio-edso-monitoring,exemptByAgencySystem,"AI Suggestion: The repository contains infrastructure-as-code (IAC) for monitoring EDSO applications and tools, indicating it's tightly integrated with CDC internal systems.  The README mentions internal resources, suggesting it's not designed for external use.",2025-06-07T21:48:00.296621+00:00
github_899179272,edso-bio-parallel-nextstrain-builds-test,exemptByAgencySystem,"AI Suggestion: The repository uses ODBC drivers for CDP, suggesting integration with internal CDC databases.  The README also details uploading to an internal CDC Nextstrain server (""nextstrain.biotech.cdc.gov/groups/id-vsdb"").  The scripts are tailored to CDC's internal systems and data sources, making reuse outside CDC difficult.",2025-06-07T21:48:00.313946+00:00
github_592374843,cov_inpat_outcomes_research,exemptByLaw,"AI Suggestion: The repository processes EHR data, which likely contains protected health information (PHI) subject to HIPAA regulations.  The README mentions ""COVID-19 inpatient outcome research using deep learning models and EHR data,"" and the data is accessed via a private submodule, suggesting the data's sensitive nature.",2025-06-07T21:48:00.333001+00:00
github_874294179,cdc-inventory-outbound,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.352102+00:00
github_393114821,diff-service,exemptByAgencySystem,"AI Suggestion: The repository is tightly integrated with a CDC internal system (""WCMS VVV Env"") requiring specific setup steps within a Vagrant environment and referencing internal hostnames (vvvdiffsvc.wcms).  The README details steps for deployment within this internal environment, indicating it's not designed for external use.",2025-06-07T21:48:00.370149+00:00
github_775106995,nccdphp-ehi-users-group,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.390462+00:00
github_843935033,data-exchange-fhir-devops,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.409180+00:00
github_975756686,ncipc-od-ids,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.426382+00:00
github_688664779,cfa-repo-template,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.447033+00:00
github_843529067,NEDSS-stlt-cloud-deployments,exemptByAgencySystem,"AI Suggestion: The repository contains Terraform configurations for deploying CDC's STLT resources to the cloud, suggesting it's tightly integrated with internal CDC infrastructure and not intended for external use.",2025-06-07T21:48:00.467901+00:00
github_381832690,NCIPC-MVPICCS-SAS-Data,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.488913+00:00
github_428330767,WISQARS-Multi-select-SAS-Code-Data-and-Temp-Files,exemptByAgencySystem,"AI Suggestion: The repository contains internal-use SAS code and data for WISQARS functionality, explicitly stated as ""internal only"" and excluding web front-end components.  The location for installation (""D:\OSP\MultiSelect"") suggests integration with CDC's internal systems.",2025-06-07T21:48:00.510563+00:00
github_827746588,eon_contact_tracing,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes this repository as a Jupyter Book that will eventually become a manual with examples, but currently is under development and focuses on simulating contact tracing using EoN.  The description emphasizes building a model and running tests as part of the development process, indicating an exploratory and experimental purpose.)",2025-06-07T21:48:00.529779+00:00
github_994720618,lppsb-clbs-dmi-infra-provisioning,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.547813+00:00
github_368659976,ncipc-wisqars-opioid-dashboard,exemptByMissionSystem,"AI Suggestion: The repository supports public health resource allocation decisions related to the opioid overdose epidemic, directly aiding CDC's opioid overdose prevention strategy.",2025-06-07T21:48:00.566066+00:00
github_476020399,davt_ezdx_abcs,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.587750+00:00
github_976270969,nccdphp-doh-wfrs-maintenance,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.608392+00:00
github_833742627,cfa-scenarios-vaccine-spline-fits,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes the code as ""a work in progress"" and refers to an ""experiment"" in the instructions for running the code.  The purpose is to create a continuous function from discrete data for use in another project, suggesting an exploratory or experimental nature.)",2025-06-07T21:48:00.629179+00:00
github_874255253,cdc-appointment-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.648936+00:00
github_971584600,nccdphp-od-team-automation-scripts,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-06-07T21:48:00.667265+00:00
github_530713686,cdc-coe-send-email,exemptByAgencySystem,"AI Suggestion: The repository's default SMTP server is `smtpgw.cdc.gov`, indicating tight integration with CDC's internal infrastructure.  The README also states that the GitHub runner needs to be within the CDC network, further supporting this exemption.",2025-06-07T21:48:00.689272+00:00
github_795070635,nchhstp-dhp-dli,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this is a ""pilot project"" for creating a data lake, indicating an experimental or exploratory purpose.)",2025-06-07T21:48:00.706390+00:00
github_888055843,corvd-tools,exemptNonCode,Non-code repository (languages: [Dockerfile]),2025-06-07T21:48:00.724538+00:00
github_560056727,SAVI-COVID-GRRF-Metrics,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.742575+00:00
github_698344782,cfa-low-pain-tex-on-github,exemptNonCode,Non-code repository (languages: [TeX]),2025-06-07T21:48:00.764909+00:00
github_991448258,lppsb-cbls-powerbi,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.796328+00:00
github_678503782,cfa-EpiNow2DA,exemptByMissionSystem,"AI Suggestion: The repository contains a model used for real-time epidemiological parameter estimation (reproduction number, growth rate, doubling time) from case data, directly supporting infectious disease surveillance and public health decision-making.",2025-06-07T21:48:00.816714+00:00
github_840035874,edav-llm-docx-proofreader,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states, ""This app is for demonstration purposes only."")",2025-06-07T21:48:00.837374+00:00
github_984151491,nchs-drm-sync-gitlab-repos,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.856386+00:00
github_846586135,cfa-measles-inference-comparison,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that this repository revisits and extends analysis from a published paper, exploring alternative modeling approaches to improve model fit and explain a measles outbreak.  The description of multiple alternative approaches (agent-based model, iterated particle filter, renewal model) further supports its exploratory nature.)",2025-06-07T21:48:00.874245+00:00
github_854760410,cdh-data-management,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.897092+00:00
github_821576928,rest-api-guidance,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.918434+00:00
github_631033908,edav-customerdemo-v2,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.936976+00:00
github_685674886,cfa-predict-handbook,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:00.956009+00:00
github_986563893,edav-actions,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.030636+00:00
github_748852542,toy-synth-pop,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes the repository as containing ""code for generating a crude synthetic population based on specified user inputs for use in GCM prototyping"".  This strongly suggests the code is for experimental or exploratory purposes related to GCM (likely Geographic Coordinate Model) prototyping.)",2025-06-07T21:48:01.059337+00:00
github_878500953,oamd-bio-tb-main-surveillance-nf-core,exemptByMissionSystem,"AI Suggestion: The repository processes sequencing data to support outbreak tracing and analysis for the CDC TB Program, directly contributing to public health decision-making.",2025-06-07T21:48:01.076784+00:00
github_738359604,NCEH-DEHSP-CBLS,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.097664+00:00
github_825923625,EDAV-SCHOOLCLOSURES,exemptByMissionSystem,"AI Suggestion: The repository analyzes social media data in real-time to detect unplanned school closures, supporting emergency response and potentially outbreak detection, directly impacting public health decision-making.",2025-06-07T21:48:01.112258+00:00
github_830599648,edav-gpt4o-image-description-generator,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the app ""is for demonstration purposes only"".)",2025-06-07T21:48:01.128381+00:00
github_925375293,cdc-edso-gh-insights,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states the project is ""Exploring EDSO runner usage metrics via the GitHub API,"" indicating an exploratory purpose.  The ""To Do"" section further reinforces this by outlining ongoing development and improvements, rather than suggesting a completed, production-ready project.)",2025-06-07T21:48:01.143806+00:00
github_862346143,ocio-gitops,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.164251+00:00
github_960420482,epht-documentation,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.180290+00:00
github_545458547,NCIPC_AutoML_Proj,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README describes the repository as a ""boilerplate,"" indicating it's a template or starting point for a project, rather than a fully functional application.  This suggests an exploratory or experimental purpose.)",2025-06-07T21:48:01.197397+00:00
github_971581290,nccdphp-od-ci-cd,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.215247+00:00
github_951701573,niosh-ecp-tlq3_local-mapr-volume-scripts,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:01.232144+00:00
github_679033792,setnet-docs,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.247603+00:00
github_874288164,cdc-vaccine-flex-register-sf-sync,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.264741+00:00
github_710830871,NCHS-Synthetic-Linked-Data,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.289920+00:00
github_213692182,enterprise_practices,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.308749+00:00
github_825945892,EDAVShinyDemo,exemptByCIO,Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the goal of `EDAVShinyDemo` is to demonstrate a Shiny app-package.  The project is presented as a demonstration.),2025-06-07T21:48:01.326685+00:00
github_971594998,nccdphp-dph-pecat-pecat-ecpaas,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:01.349170+00:00
github_940795821,reedfrost-rsconnect,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states, ""This repo is an experiment for separating the app development (in a public repo) from deployment (here, in a private repo)."")",2025-06-07T21:48:01.367952+00:00
github_682804735,cfa-flu-timeseries-py,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.387442+00:00
github_930577839,pwp-az-sites-config,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.410522+00:00
github_775025945,EDAV-NCCDPHP-NPCRCSS-ADF,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.433704+00:00
github_750982322,edso-servicenow-infra,exemptByAgencySystem,"AI Suggestion: The repository automates interactions with ServiceNow, a system for managing IT requests and infrastructure.  The README explicitly states it's ""reserved for integrations between Enterprise DevSecOps and ServiceNow infrastructure,"" indicating its use is limited to internal CDC systems and processes.  The code's functionality is tightly coupled with CDC's internal IT infrastructure and would likely require significant reconfiguration for use outside the CDC.",2025-06-07T21:48:01.456539+00:00
github_871263459,heat-cancer-survivors-24,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.476453+00:00
github_741510738,GDDOC-EAMS-Attachment-Checker,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.496195+00:00
github_823674010,test-trivy,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.516959+00:00
github_971563870,nccdphp-ddt-dprpportal-program-locator-ui,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the project is a ""sample"" demonstrating how to use ArcGIS Maps SDK for JavaScript with React.)",2025-06-07T21:48:01.536426+00:00
github_863133062,edav-posit-databricks,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.555864+00:00
github_881385548,cdc-edso-foundry-client,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that ""This repository structure and all code in the repository are currently in the experimental phase and may change at any time without notice."")",2025-06-07T21:48:01.575623+00:00
github_874290097,cdc-ivams-vaccinefinder-clinics-etl,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.598171+00:00
github_803925478,data-exchange-pstatus-devops,exemptNonCode,Non-code repository (languages: [Shell]),2025-06-07T21:48:01.621052+00:00
github_847960089,sero-prediction,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the project is ""an open-ended idea in need of refining"" and requires ""more experimentation and development"".  It also mentions it's a low-risk environment for learning Github skills, further supporting its exploratory nature.)",2025-06-07T21:48:01.638911+00:00
github_651212110,cdh-ml-end-to-end-poc,exemptByCIO,"Code is experimental/demo/exploratory and do not qualify as 'custom-developed code' under the Share IT Act. (AI Reason: The README explicitly states that the repository is an ""End to End Proof of Concept"" for a specific workflow.)",2025-06-07T21:48:01.657015+00:00
github_976109256,lppsb-cbls-documentation,exemptNonCode,Non-code repository (languages: [HTML]),2025-06-07T21:48:01.676491+00:00
github_874370714,cdc-recipient-event-mq-ivams,exemptNonCode,Non-code repository (languages: [None detected]),2025-06-07T21:48:01.694728+00:00
